Branch Path,Variable,Scenario,Year,Value,Units
Demand\Freight road\LCVs\BEV,Sales Share,Target,2029,34.32379225025645,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2030,35.89848770441132,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2031,41.78735732097726,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2032,46.69469937252306,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2033,50.85898600480461,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2034,54.46694520170748,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2035,57.66425865333535,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2036,48.34330404607336,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2037,51.68941011022083,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2038,54.98460860805443,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2039,57.49218440515867,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2040,59.95959175476463,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2041,44.30252988565776,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2042,48.14419702220335,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2043,52.43083171437585,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2044,57.26290270814497,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2045,62.80890089278258,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2046,69.27631729930485,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2047,77.16989071199019,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2048,79.71079257732289,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2049,82.31703171001642,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2050,85.94764406936301,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2051,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2052,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2053,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2054,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2055,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2056,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2057,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2058,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2059,100.0,Share
Demand\Freight road\LCVs\BEV,Sales Share,Target,2060,100.0,Share
Demand\Freight road\LCVs\BEV,Stock Share,Current Accounts,2022,0.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Current Accounts,2022,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2022,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2023,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2024,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2025,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2026,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2027,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2028,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2029,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2030,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2031,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2032,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2033,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2034,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2035,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2036,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2037,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2038,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2039,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2040,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2041,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2042,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2043,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2044,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2045,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2046,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2047,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2048,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2049,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2050,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2051,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2052,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2053,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2054,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2055,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2056,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2057,20309.61879117016,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2058,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2059,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Average Mileage,Target,2060,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Current Accounts,2022,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2022,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2023,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2024,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2025,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2026,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2027,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2028,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2029,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2030,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2031,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2032,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2033,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2034,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2035,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2036,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2037,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2038,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2039,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2040,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2041,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2042,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2043,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2044,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2045,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2046,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2047,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2048,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2049,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2050,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2051,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2052,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2053,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2054,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2055,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2056,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2057,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2058,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2059,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Device Share,Target,2060,100.0,Share
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Current Accounts,2022,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2022,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2023,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2024,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2025,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2026,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2027,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2028,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2029,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2030,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2031,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2032,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2033,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2034,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2035,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2036,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2037,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2038,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2039,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2040,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2041,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2042,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2043,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2044,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2045,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2046,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2047,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2048,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2049,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2050,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2051,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2052,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2053,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2054,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2055,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2056,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2057,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2058,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2059,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Fuel Economy,Target,2060,0.0,MJ/100 km
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Current Accounts,2022,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2022,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2023,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2024,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2025,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2026,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2027,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2028,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2029,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2030,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2031,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2032,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2033,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2034,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2035,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2036,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2037,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2038,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2039,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2040,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2041,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2042,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2043,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2044,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2045,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2046,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2047,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2048,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2049,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2050,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2051,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2052,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2053,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2054,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2055,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2056,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2057,20309.61879117016,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2058,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2059,20309.61879117015,Kilometer
Demand\Freight road\LCVs\BEV\Electricity,Final On-Road Mileage,Target,2060,20309.61879117015,Kilometer
Demand\Freight road\LCVs\EREV,Sales Share,Current Accounts,2022,1.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2022,1.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2023,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2024,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2025,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2026,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2027,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2028,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2029,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2030,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2031,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2032,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2033,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2034,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2035,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2036,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2037,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2038,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2039,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2040,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2041,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2042,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2043,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2044,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2045,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2046,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2047,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2048,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2049,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2050,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2051,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2052,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2053,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2054,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2055,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2056,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2057,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2058,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2059,0.0,Share
Demand\Freight road\LCVs\EREV,Sales Share,Target,2060,0.0,Share
Demand\Freight road\LCVs\EREV,Stock Share,Current Accounts,2022,0.0,Share
