Economy,Branch Path,Fuel,Reason
18CT,Demand\Passenger road\LPVs\HEV small\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE large\Biogas,Biogas,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE large\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE large\Natural gas,Natural gas,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE medium\Natural gas,Natural gas,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\ICE small\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\PHEV large\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\LPVs\PHEV small\Efuel,Efuel,0 data for fuel in esto dataset
18CT,Demand\Passenger road\Motorcycles\ICE\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\LCVs\ICE\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Freight road\LCVs\ICE\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\LCVs\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\EREV heavy\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\FCEV heavy\Hydrogen,Hydrogen,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\FCEV medium\Hydrogen,Hydrogen,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE heavy\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE heavy\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE heavy\LNG,LNG,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\ICE medium\LNG,LNG,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\PHEV heavy\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Freight road\Trucks\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\Buses\FCEV\Hydrogen,Hydrogen,0 data for fuel in esto dataset
19THA,Demand\Passenger road\Buses\ICE\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Passenger road\Buses\ICE\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\Buses\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\EREV large\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\EREV small\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\HEV large\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\HEV medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\HEV small\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\ICE large\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\ICE large\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\ICE small\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\PHEV large\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\LPVs\PHEV small\Efuel,Efuel,0 data for fuel in esto dataset
19THA,Demand\Passenger road\Motorcycles\ICE\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\LCVs\ICE\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Freight road\LCVs\ICE\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\LCVs\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\EREV heavy\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\FCEV heavy\Hydrogen,Hydrogen,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\FCEV medium\Hydrogen,Hydrogen,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE heavy\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE heavy\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE heavy\LNG,LNG,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\ICE medium\LNG,LNG,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\PHEV heavy\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Freight road\Trucks\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\Buses\FCEV\Hydrogen,Hydrogen,0 data for fuel in esto dataset
20USA,Demand\Passenger road\Buses\ICE\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Passenger road\Buses\ICE\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\Buses\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\EREV large\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\EREV small\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\HEV large\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\HEV medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\HEV small\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\ICE large\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\ICE large\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\ICE small\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\PHEV large\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\LPVs\PHEV small\Efuel,Efuel,0 data for fuel in esto dataset
20USA,Demand\Passenger road\Motorcycles\ICE\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\ICE\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\ICE\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\ICE\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\ICE\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\PHEV\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\LCVs\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\EREV heavy\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\EREV medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\FCEV heavy\Hydrogen,Hydrogen,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\FCEV medium\Hydrogen,Hydrogen,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE heavy\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE heavy\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE heavy\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE heavy\LNG,LNG,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE heavy\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE medium\LNG,LNG,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\ICE medium\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\PHEV heavy\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Freight road\Trucks\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\FCEV\Hydrogen,Hydrogen,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\ICE\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\ICE\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\ICE\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\ICE\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\PHEV\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Buses\PHEV\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV large\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV large\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV small\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\EREV small\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV large\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV large\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV small\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\HEV small\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE large\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE large\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE large\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE large\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE medium\Biogas,Biogas,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE medium\LPG,LPG,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE small\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\ICE small\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV large\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV large\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV medium\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV medium\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV small\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\LPVs\PHEV small\Efuel,Efuel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Motorcycles\ICE\Biodiesel,Biodiesel,0 data for fuel in esto dataset
21VN,Demand\Passenger road\Motorcycles\ICE\Efuel,Efuel,0 data for fuel in esto dataset
